240722 0022 01 4 95              05920.35 00000.00                      0103 
240722 0022 02 4 95              11274.29 00000.00                      
240722 0022 03 4 95              06133.54 00000.00                      
240722 0022 04 4 95              10391.69 00000.00                      
240722 0022 05 3 Soler           18932.50 00000.00                      
240722 0052 01 4 95              05912.06 00000.00                      0103 
240722 0052 02 4 95              11227.01 00000.00                      
240722 0052 03 4 95              06105.71 00000.00                      
240722 0052 04 4 95              10320.17 00000.00                      
240722 0052 05 3 Soler           18932.31 00000.00                      
240722 0122 01 4 95              05907.24 00000.00                      0103 
240722 0122 02 4 95              11223.76 00000.00                      
240722 0122 03 4 95              06102.39 00000.00                      
240722 0122 04 4 95              10297.68 00000.00                      
240722 0122 05 3 Soler           18932.26 00000.00                      
240722 0152 01 4 95              05896.04 00000.00                      0103 
240722 0152 02 4 95              11191.21 00000.00                      
240722 0152 03 4 95              06084.35 00000.00                      
240722 0152 04 4 95              10265.03 00000.00                      
240722 0152 05 3 Soler           18859.22 00000.00                      
240722 0222 01 4 95              05888.79 00000.00                      0103 
240722 0222 02 4 95              11175.06 00000.00                      
240722 0222 03 4 95              06074.85 00000.00                      
240722 0222 04 4 95              10229.00 00000.00                      
240722 0222 05 3 Soler           18859.46 00000.00                      
240722 0252 01 4 95              05876.42 00000.00                      0103 
240722 0252 02 4 95              11166.31 00000.00                      
240722 0252 03 4 95              06065.30 00000.00                      
240722 0252 04 4 95              10225.09 00000.00                      
240722 0252 05 3 Soler           18859.18 00000.00                      
240722 0322 01 4 95              05872.85 00000.00                      0103 
240722 0322 02 4 95              11165.93 00000.00                      
240722 0322 03 4 95              06063.66 00000.00                      
240722 0322 04 4 95              10174.18 00000.00                      
240722 0322 05 3 Soler           18859.25 00000.00                      
240722 0352 01 4 95              05871.21 00000.00                      0103 
240722 0352 02 4 95              11171.10 00000.00                      
240722 0352 03 4 95              06066.89 00000.00                      
240722 0352 04 4 95              10174.08 00000.00                      
240722 0352 05 3 Soler           18859.24 00000.00                      
240722 0422 01 4 95              05868.29 00000.00                      0103 
240722 0422 02 4 95              11154.21 00000.00                      
240722 0422 03 4 95              06063.31 00000.00                      
240722 0422 04 4 95              10117.22 00000.00                      
240722 0422 05 3 Soler           18859.55 00000.00                      
240722 0452 01 4 95              05864.96 00000.00                      0103 
240722 0452 02 4 95              11128.27 00000.00                      
240722 0452 03 4 95              06042.43 00000.00                      
240722 0452 04 4 95              10096.35 00000.00                      
240722 0452 05 3 Soler           18691.65 00000.00                      
240722 0522 01 4 95              09288.58 00000.00                      0204 0103 
240722 0522 02 4 95              18698.02 00000.00                      0204 
240722 0522 03 4 95              09664.18 00000.00                      0212 0204 
240722 0522 04 4 95              19102.46 00000.00                      0204 
240722 0522 05 3 Soler           29695.65 00000.00                      0212 0204 
240722 0552 01 4 95              09328.26 00000.00                      0204 0103 
240722 0552 02 4 95              18654.02 00000.00 08272.06 240722 0459 0204 
240722 0552 03 4 95              09687.80 00000.00                      0212 0204 
240722 0552 04 4 95              19004.67 00000.00 08272.06 240722 0459 0204 
240722 0552 05 3 Soler           29420.33 00000.00 11004.94 240722 0457 0212 0204 
240722 0622 01 4 95              09512.97 00000.00                      0212 0204 0103 
240722 0622 02 4 95              18536.73 00000.00                      0204 
240722 0622 03 4 95              10541.09 00000.00                      0212 0204 
240722 0622 04 4 95              18000.33 00000.00                      
240722 0622 05 3 Soler           29336.72 00000.00                      0212 0204 
240722 0652 01 4 95              09708.09 00000.00                      0212 0204 0103 
240722 0652 02 4 95              18303.27 00000.00                      0204 
240722 0652 03 4 95              10405.99 00000.00                      0212 0204 
240722 0652 04 4 95              17716.67 00000.00                      
240722 0652 05 3 Soler           29037.93 00000.00                      0212 0204 
240722 0722 01 4 95              09884.99 00000.00 04395.96 240722 0500 0212 0204 0103 
240722 0722 02 4 95              18150.61 00000.00                      0204 
240722 0722 03 4 95              10303.91 00000.00 04395.96 240722 0500 0212 0204 
240722 0722 04 4 95              17517.19 00000.00                      
240722 0722 05 3 Soler           28810.15 00000.00                      0212 0204 
240722 0752 01 4 95              09960.56 00000.00                      0212 0204 0103 
240722 0752 02 4 95              17958.33 00000.00                      0204 
240722 0752 03 4 95              10146.12 00000.00                      0212 0204 
240722 0752 04 4 95              17275.07 00000.00                      
240722 0752 05 3 Soler           28554.72 00000.00                      0204 
240722 0822 01 4 95              09810.71 00000.00                      0212 0204 0103 
240722 0822 02 4 95              17716.08 00000.00                      
240722 0822 03 4 95              09943.83 00000.00                      0212 0204 
240722 0822 04 4 95              16859.58 00000.00                      
240722 0822 05 3 Soler           28187.12 00000.00                      0204 
240722 0852 01 4 95              09629.53 00000.00                      0212 0204 0103 
240722 0852 02 4 95              17430.25 00000.00                      
240722 0852 03 4 95              09792.48 00000.00                      0212 0204 
240722 0852 04 4 95              16694.92 00000.00                      
240722 0852 05 3 Soler           28106.14 00000.00                      0204 
240722 0922 01 4 95              09480.82 00000.00                      0212 0204 0103 
240722 0922 02 4 95              17170.31 00000.00                      
240722 0922 03 4 95              09643.72 00000.00                      0212 0204 
240722 0922 04 4 95              16453.75 00000.00                      
240722 0922 05 3 Soler           27522.13 00000.00                      
240722 0952 01 4 95              09327.69 00000.00                      0204 0103 
240722 0952 02 4 95              16960.34 00000.00                      
240722 0952 03 4 95              09515.45 00000.00                      0212 0204 
240722 0952 04 4 95              16246.27 00000.00                      
240722 0952 05 3 Soler           27249.54 00000.00                      
240722 1022 01 4 95              09224.55 00000.00                      0204 0103 
240722 1022 02 4 95              16774.63 00000.00                      
240722 1022 03 4 95              09402.11 00000.00                      0212 0204 
240722 1022 04 4 95              16033.80 00000.00                      
240722 1022 05 3 Soler           26926.48 00000.00                      
240722 1052 01 4 95              09023.10 00000.00                      0204 0103 
240722 1052 02 4 95              16459.43 00000.00                      
240722 1052 03 4 95              09218.05 00000.00                      0204 
240722 1052 04 4 95              15720.86 00000.00                      
240722 1052 05 3 Soler           26625.27 00000.00                      
240722 1122 01 4 95              08934.70 00000.00                      0204 0103 
240722 1122 02 4 95              16345.56 00000.00                      
240722 1122 03 4 95              09128.13 00000.00                      0204 
240722 1122 04 4 95              15594.12 00000.00                      
240722 1122 05 3 Soler           26203.64 00000.00                      
240722 1152 01 4 95              08848.97 00000.00                      0103 
240722 1152 02 4 95              16201.10 00000.00                      
240722 1152 03 4 95              09024.87 00000.00                      0204 
240722 1152 04 4 95              15367.53 00000.00                      
240722 1152 05 3 Soler           26139.31 00000.00                      
240722 1222 01 4 95              08723.61 00000.00                      0103 
240722 1222 02 4 95              15996.79 00000.00                      
240722 1222 03 4 95              08916.98 00000.00                      0204 
240722 1222 04 4 95              15212.56 00000.00                      
240722 1222 05 3 Soler           25824.03 00000.00                      
240722 1252 01 4 95              08641.37 00000.00                      0103 
240722 1252 02 4 95              15860.44 00000.00                      
240722 1252 03 4 95              08825.81 00000.00                      
240722 1252 04 4 95              14995.50 00000.00                      
240722 1252 05 3 Soler           25532.64 00000.00                      
240722 1322 01 4 95              08451.09 00000.00                      0103 
240722 1322 02 4 95              15536.38 00000.00                      
240722 1322 03 4 95              08634.62 00000.00                      
240722 1322 04 4 95              14672.93 00000.00                      
240722 1322 05 3 Soler           24890.25 00000.00                      
240722 1352 01 4 95              08339.19 00000.00                      0103 
240722 1352 02 4 95              15341.21 00000.00                      
240722 1352 03 4 95              08505.68 00000.00                      
240722 1352 04 4 95              14341.28 00000.00                      
240722 1352 05 3 Soler           24210.70 00000.00                      
240722 1422 01 4 95              08153.06 00000.00                      0103 
240722 1422 02 4 95              15039.04 00000.00                      
240722 1422 03 4 95              08362.23 00000.00                      
240722 1422 04 4 95              14245.57 00000.00                      
240722 1422 05 3 Soler           23736.57 00000.00                      
240722 1452 01 4 95              08032.08 00000.00                      0103 
240722 1452 02 4 95              14821.35 00000.00                      
240722 1452 03 4 95              08227.97 00000.00                      
240722 1452 04 4 95              13997.15 00000.00                      
240722 1452 05 3 Soler           23176.41 00000.00                      
240722 1522 01 4 95              07897.26 00000.00                      0103 
240722 1522 02 4 95              14616.24 00000.00                      
240722 1522 03 4 95              08100.62 00000.00                      
240722 1522 04 4 95              13808.86 00000.00                      
240722 1522 05 3 Soler           22817.41 00000.00                      
240722 1552 01 4 95              07705.12 00000.00                      0103 
240722 1552 02 4 95              14273.18 00000.00                      
240722 1552 03 4 95              07894.24 00000.00                      
240722 1552 04 4 95              13399.15 00000.00                      
240722 1552 05 3 Soler           22102.09 00000.00                      
240722 1622 01 4 95              07516.92 00000.00                      0103 
240722 1622 02 4 95              13956.47 00000.00                      
240722 1622 03 4 95              07687.06 00000.00                      
240722 1622 04 4 95              12994.38 00000.00                      
240722 1622 05 3 Soler           21399.54 00000.00                      
240722 1652 01 4 95              07279.48 00000.00                      0103 
240722 1652 02 4 95              13572.13 00000.00                      
240722 1652 03 4 95              07471.93 00000.00                      
240722 1652 04 4 95              12669.31 00000.00                      
240722 1652 05 3 Soler           21353.39 00000.00                      
240722 1722 01 4 95              07114.56 00000.00                      0103 
240722 1722 02 4 95              13292.60 00000.00                      
240722 1722 03 4 95              07299.70 00000.00                      
240722 1722 04 4 95              12342.64 00000.00                      
240722 1722 05 3 Soler           20804.09 00000.00                      
240722 1752 01 4 95              06912.20 00000.00                      0103 
240722 1752 02 4 95              12942.17 00000.00                      
240722 1752 03 4 95              07113.82 00000.00                      
240722 1752 04 4 95              12074.45 00000.00                      
240722 1752 05 3 Soler           20749.73 00000.00                      
