240726 0022 01 4 95              06124.66 00000.00                      0103 
240726 0022 02 4 95              11613.45 00000.00                      
240726 0022 03 4 95              06334.47 00000.00                      
240726 0022 04 4 95              10696.98 00000.00                      
240726 0022 05 3 Soler           16859.74 00000.00                      
240726 0052 01 4 95              06091.84 00000.00                      0103 
240726 0052 02 4 95              11560.04 00000.00                      
240726 0052 03 4 95              06305.38 00000.00                      
240726 0052 04 4 95              10673.16 00000.00                      
240726 0052 05 3 Soler           16859.27 00000.00                      
240726 0122 01 4 95              06078.07 00000.00                      0103 
240726 0122 02 4 95              11497.98 00000.00                      
240726 0122 03 4 95              06272.04 00000.00                      
240726 0122 04 4 95              10609.17 00000.00                      
240726 0122 05 3 Soler           16859.25 00000.00                      
240726 0152 01 4 95              06070.38 00000.00                      0103 
240726 0152 02 4 95              11494.65 00000.00                      
240726 0152 03 4 95              06263.04 00000.00                      
240726 0152 04 4 95              10582.18 00000.00                      
240726 0152 05 3 Soler           16845.20 00000.00                      
240726 0222 01 4 95              06059.24 00000.00                      0103 
240726 0222 02 4 95              11472.48 00000.00                      
240726 0222 03 4 95              06252.84 00000.00                      
240726 0222 04 4 95              10515.19 00000.00                      
240726 0222 05 3 Soler           16845.16 00000.00                      
240726 0252 01 4 95              06007.37 00000.00                      0103 
240726 0252 02 4 95              11412.68 00000.00                      
240726 0252 03 4 95              06218.01 00000.00                      
240726 0252 04 4 95              10520.20 00000.00                      
240726 0252 05 3 Soler           16772.71 00000.00                      
240726 0322 01 4 95              06003.90 00000.00                      0103 
240726 0322 02 4 95              11408.43 00000.00                      
240726 0322 03 4 95              06213.55 00000.00                      
240726 0322 04 4 95              10508.96 00000.00                      
240726 0322 05 3 Soler           16772.69 00000.00                      
240726 0352 01 4 95              06001.73 00000.00                      0103 
240726 0352 02 4 95              11409.23 00000.00                      
240726 0352 03 4 95              06215.02 00000.00                      
240726 0352 04 4 95              10500.41 00000.00                      
240726 0352 05 3 Soler           16555.29 00000.00                      
240726 0422 01 4 95              06001.10 00000.00                      0103 
240726 0422 02 4 95              11409.20 00000.00                      
240726 0422 03 4 95              06213.45 00000.00                      
240726 0422 04 4 95              10431.84 00000.00                      
240726 0422 05 3 Soler           16555.11 00000.00                      
240726 0452 01 4 95              05989.50 00000.00                      0103 
240726 0452 02 4 95              11324.26 00000.00                      
240726 0452 03 4 95              06163.52 00000.00                      
240726 0452 04 4 95              10433.78 00000.00                      
240726 0452 05 3 Soler           16555.23 00000.00                      
240726 0522 01 4 95              05973.04 00000.00                      0103 
240726 0522 02 4 95              11324.74 00000.00                      
240726 0522 03 4 95              06161.57 00000.00                      
240726 0522 04 4 95              10414.84 00000.00                      
240726 0522 05 3 Soler           16555.35 00000.00                      
240726 0552 01 4 95              05913.61 00000.00                      0103 
