240723 0022 01 4 95              05438.28 00000.00                      0103 
240723 0022 02 4 95              10411.03 00000.00                      
240723 0022 03 4 95              05637.13 00000.00                      
240723 0022 04 4 95              09481.66 00000.00                      
240723 0022 05 3 Soler           18966.83 00000.00                      
240723 0052 01 4 95              05433.66 00000.00                      0103 
240723 0052 02 4 95              10395.93 00000.00                      
240723 0052 03 4 95              05627.08 00000.00                      
240723 0052 04 4 95              09490.10 00000.00                      
240723 0052 05 3 Soler           18966.92 00000.00                      
240723 0122 01 4 95              05430.03 00000.00                      0103 
240723 0122 02 4 95              10387.23 00000.00                      
240723 0122 03 4 95              05622.85 00000.00                      
240723 0122 04 4 95              09448.87 00000.00                      
240723 0122 05 3 Soler           18966.95 00000.00                      
240723 0152 01 4 95              05427.64 00000.00                      0103 
240723 0152 02 4 95              10379.31 00000.00                      
240723 0152 03 4 95              05617.74 00000.00                      
240723 0152 04 4 95              09399.99 00000.00                      
240723 0152 05 3 Soler           18887.17 00000.00                      
240723 0222 01 4 95              05422.00 00000.00                      0103 
240723 0222 02 4 95              10338.85 00000.00                      
240723 0222 03 4 95              05593.00 00000.00                      
240723 0222 04 4 95              09406.71 00000.00                      
240723 0222 05 3 Soler           18888.54 00000.00                      
240723 0252 01 4 95              05413.17 00000.00                      0103 
240723 0252 02 4 95              10313.67 00000.00                      
240723 0252 03 4 95              05580.77 00000.00                      
240723 0252 04 4 95              09379.73 00000.00                      
240723 0252 05 3 Soler           18888.32 00000.00                      
240723 0322 01 4 95              05363.59 00000.00                      0103 
240723 0322 02 4 95              10306.07 00000.00                      
240723 0322 03 4 95              05569.98 00000.00                      
240723 0322 04 4 95              09386.68 00000.00                      
240723 0322 05 3 Soler           18888.39 00000.00                      
240723 0352 01 4 95              05363.25 00000.00                      0103 
240723 0352 02 4 95              10310.85 00000.00                      
240723 0352 03 4 95              05573.28 00000.00                      
240723 0352 04 4 95              09386.52 00000.00                      
240723 0352 05 3 Soler           18597.10 00000.00                      
240723 0422 01 4 95              05361.68 00000.00                      0103 
240723 0422 02 4 95              10300.06 00000.00                      
240723 0422 03 4 95              05575.06 00000.00                      
240723 0422 04 4 95              09362.97 00000.00                      
240723 0422 05 3 Soler           18214.82 00000.00                      
240723 0452 01 4 95              05361.38 00000.00                      0103 
240723 0452 02 4 95              10301.97 00000.00                      
240723 0452 03 4 95              05577.41 00000.00                      
240723 0452 04 4 95              09363.83 00000.00                      
240723 0452 05 3 Soler           18048.12 00000.00                      
240723 0522 01 4 95              05361.06 00000.00                      0103 
240723 0522 02 4 95              10303.31 00000.00                      
240723 0522 03 4 95              05577.89 00000.00                      
240723 0522 04 4 95              09348.34 00000.00                      
240723 0522 05 3 Soler           18048.16 00000.00                      
240723 0552 01 4 95              05354.32 00000.00                      0103 
240723 0552 02 4 95              10196.79 00000.00                      
240723 0552 03 4 95              05504.79 00000.00                      
240723 0552 04 4 95              09256.05 00000.00                      
